date,weightclass,fighter,rank
2/20/2023,Women's Strawweight,Michelle Waterson-Gomez,11
2/20/2023,Women's Strawweight,Tecia Pennington,8
2/20/2023,Featherweight,Brian Ortega,3
2/20/2023,Featherweight,Alex Caceres,15
2/20/2023,Featherweight,Ilia Topuria,9
2/20/2023,Featherweight,Sodiq Yusuff,12
2/20/2023,Featherweight,Edson Barboza,14
2/20/2023,Featherweight,Giga Chikadze,8
2/20/2023,Featherweight,Bryce Mitchell,11
2/20/2023,Featherweight,Movsar Evloev,10
2/20/2023,Featherweight,Dan Ige,13
2/20/2023,Featherweight,Calvin Kattar,7
2/20/2023,Featherweight,Arnold Allen,4
2/20/2023,Featherweight,Max Holloway,2
2/20/2023,Featherweight,Chan Sung Jung,6
2/20/2023,Featherweight,Josh Emmett,5
2/20/2023,Featherweight,Yair Rodriguez,1
2/20/2023,Women's Bantamweight,Raquel Pennington,2
2/20/2023,Women's Bantamweight,Julianna Pena,1
2/20/2023,Women's Bantamweight,Holly Holm,3
2/20/2023,Women's Bantamweight,Ketlen Vieira,4
2/20/2023,Women's Bantamweight,Irene Aldana,5
2/20/2023,Women's Bantamweight,Miesha Tate,10
2/20/2023,Women's Bantamweight,Yana Santos,6
2/20/2023,Women's Bantamweight,Macy Chiasson,8
2/20/2023,Women's Bantamweight,Karol Rosa,9
2/20/2023,Women's Bantamweight,Julia Avila,11
2/20/2023,Women's Bantamweight,Norma Dumont,13
2/20/2023,Women's Bantamweight,Pannie Kianzad,7
2/20/2023,Women's Bantamweight,Mayra Bueno Silva,12
2/20/2023,Women's Bantamweight,Chelsea Chandler,15
2/20/2023,Women's Bantamweight,Josiane Nunes,14
2/20/2023,Heavyweight,Chris Daukaus,12
2/20/2023,Heavyweight,Alexandr Romanov,13
2/20/2023,Heavyweight,Jailton Almeida,14
2/20/2023,Heavyweight,Blagoy Ivanov,15
2/20/2023,Heavyweight,Tom Aspinall,6
2/20/2023,Heavyweight,Serghei Spivac,7
2/20/2023,Heavyweight,Jairzinho Rozenstruik,9
2/20/2023,Heavyweight,Tai Tuivasa,5
2/20/2023,Heavyweight,Ciryl Gane,1
2/20/2023,Heavyweight,Sergei Pavlovich,3
2/20/2023,Heavyweight,Stipe Miocic,2
2/20/2023,Heavyweight,Marcin Tybura,10
2/20/2023,Heavyweight,Curtis Blaydes,4
2/20/2023,Heavyweight,Alexander Volkov,8
2/20/2023,Heavyweight,Derrick Lewis,11
2/20/2023,Middleweight,Robert Whittaker,2
2/20/2023,Middleweight,Darren Till,15
2/20/2023,Middleweight,Chris Curtis,14
2/20/2023,Middleweight,Andre Muniz,11
2/20/2023,Middleweight,Dricus Du Plessis,10
2/20/2023,Middleweight,Roman Dolidze,8
2/20/2023,Middleweight,Israel Adesanya,1
2/20/2023,Middleweight,Nassourdine Imavov,12
2/20/2023,Middleweight,Sean Strickland,7
2/20/2023,Middleweight,Marvin Vettori,4
2/20/2023,Middleweight,Jack Hermansson,9
2/20/2023,Middleweight,Kelvin Gastelum,13
2/20/2023,Middleweight,Jared Cannonier,3
2/20/2023,Middleweight,Derek Brunson,5
2/20/2023,Middleweight,Paulo Costa,6
2/20/2023,Bantamweight,Dominick Cruz,7
2/20/2023,Bantamweight,Rob Font,6
2/20/2023,Bantamweight,Pedro Munhoz,9
2/20/2023,Bantamweight,Cory Sandhagen,5
2/20/2023,Bantamweight,Song Yadong,8
2/20/2023,Bantamweight,Marlon Vera,4
2/20/2023,Bantamweight,Petr Yan,2
2/20/2023,Bantamweight,Merab Dvalishvili,3
2/20/2023,Bantamweight,Umar Nurmagomedov,11
2/20/2023,Bantamweight,Sean O'Malley,1
2/20/2023,Bantamweight,Ricky Simon,10
2/20/2023,Bantamweight,Chris Gutierrez,12
2/20/2023,Bantamweight,Adrian Yanez,13
2/20/2023,Bantamweight,Said Nurmagomedov,14
2/20/2023,Bantamweight,Jack Shore,15
2/20/2023,Lightweight,Grant Dawson,15
2/20/2023,Lightweight,Drew Dober,14
2/20/2023,Lightweight,Damir Ismagulov,12
2/20/2023,Lightweight,Jalin Turner,10
2/20/2023,Lightweight,Renato Moicano,13
2/20/2023,Lightweight,Mateusz Gamrot,7
2/20/2023,Lightweight,Rafael Fiziev,6
2/20/2023,Lightweight,Arman Tsarukyan,8
2/20/2023,Lightweight,Michael Chandler,5
2/20/2023,Lightweight,Charles Oliveira,1
2/20/2023,Lightweight,Rafael Dos Anjos,9
2/20/2023,Lightweight,Dan Hooker,11
2/20/2023,Lightweight,Justin Gaethje,3
2/20/2023,Lightweight,Beneil Dariush,4
2/20/2023,Lightweight,Dustin Poirier,2
2/20/2023,Welterweight,Stephen Thompson,6
2/20/2023,Welterweight,Neil Magny,12
2/20/2023,Welterweight,Colby Covington,2
2/20/2023,Welterweight,Gilbert Burns,5
2/20/2023,Welterweight,Vicente Luque,9
2/20/2023,Welterweight,Geoff Neal,7
2/20/2023,Welterweight,Jorge Masvidal,11
2/20/2023,Welterweight,Kamaru Usman,1
2/20/2023,Welterweight,Sean Brady,8
2/20/2023,Welterweight,Belal Muhammad,4
2/20/2023,Welterweight,Michael Chiesa,13
2/20/2023,Welterweight,Shavkat Rakhmonov,10
2/20/2023,Welterweight,Michel Pereira,15
2/20/2023,Welterweight,Jack Della Maddalena,14
2/20/2023,Welterweight,Khamzat Chimaev,3
2/20/2023,Light Heavyweight,Dustin Jacoby,14
2/20/2023,Light Heavyweight,Jimmy Crute,12
2/20/2023,Light Heavyweight,Paul Craig,10
2/20/2023,Light Heavyweight,Azamat Murzakanov,15
2/20/2023,Light Heavyweight,Khalil Rountree Jr.,13
2/20/2023,Light Heavyweight,Ryan Spann,8
2/20/2023,Light Heavyweight,Jiri Prochazka,1
2/20/2023,Light Heavyweight,Magomed Ankalaev,2
2/20/2023,Light Heavyweight,Anthony Smith,5
2/20/2023,Light Heavyweight,Aleksandar Rakic,4
2/20/2023,Light Heavyweight,Johnny Walker,7
2/20/2023,Light Heavyweight,Dominick Reyes,11
2/20/2023,Light Heavyweight,Nikita Krylov,6
2/20/2023,Women's Bantamweight,Amanda Nunes,0
2/20/2023,Light Heavyweight,Volkan Oezdemir,8
2/20/2023,Men's Pound-for-Pound,Jon Jones,10
2/20/2023,Men's Pound-for-Pound,Max Holloway,15
2/20/2023,Men's Pound-for-Pound,Alexander Volkanovski,1
2/20/2023,Men's Pound-for-Pound,Robert Whittaker,14
2/20/2023,Men's Pound-for-Pound,Israel Adesanya,5
2/20/2023,Men's Pound-for-Pound,Kamaru Usman,4
2/20/2023,Men's Pound-for-Pound,Charles Oliveira,8
2/20/2023,Men's Pound-for-Pound,Dustin Poirier,12
2/20/2023,Men's Pound-for-Pound,Islam Makhachev,2
2/20/2023,Men's Pound-for-Pound,Brandon Moreno,9
2/20/2023,Men's Pound-for-Pound,Jamahal Hill,13
2/20/2023,Men's Pound-for-Pound,Leon Edwards,3
2/20/2023,Men's Pound-for-Pound,Aljamain Sterling,7
2/20/2023,Men's Pound-for-Pound,Alex Pereira,6
2/20/2023,Men's Pound-for-Pound,Jiri Prochazka,11
2/20/2023,Flyweight,Tyson Nam,15
2/20/2023,Flyweight,Muhammad Mokaev,12
2/20/2023,Flyweight,Sumudaerji,13
2/20/2023,Flyweight,Deiveson Figueiredo,1
2/20/2023,Flyweight,David Dvorak,10
2/20/2023,Flyweight,Manel Kape,9
2/20/2023,Flyweight,Matheus Nicolau,5
2/20/2023,Flyweight,Tagir Ulanbekov,14
2/20/2023,Flyweight,Matt Schnell,8
2/20/2023,Flyweight,Amir Albazi,7
2/20/2023,Flyweight,Brandon Royval,4
2/20/2023,Flyweight,Alexandre Pantoja,2
2/20/2023,Flyweight,Kai Kara-France,3
2/20/2023,Flyweight,Alex Perez,6
2/20/2023,Flyweight,Tim Elliott,11
2/14/2023,Women's Bantamweight,Raquel Pennington,2
2/14/2023,Women's Featherweight,Amanda Nunes,0
2/14/2023,Women's Flyweight,Valentina Shevchenko,0
2/14/2023,Featherweight,Alexander Volkanovski,0
2/14/2023,Middleweight,Alex Pereira,0
2/14/2023,Women's Strawweight,Zhang Weili,0
2/14/2023,Light Heavyweight,Jamahal Hill,0
2/14/2023,Flyweight,Brandon Moreno,0
2/14/2023,Lightweight,Islam Makhachev,0
2/14/2023,Bantamweight,Aljamain Sterling,0
2/14/2023,Welterweight,Leon Edwards,0
2/14/2023,Women's Pound-for-Pound,Taila Santos,8
2/14/2023,Women's Pound-for-Pound,Marina Rodriguez,9
2/14/2023,Women's Pound-for-Pound,Ketlen Vieira,15
2/14/2023,Women's Pound-for-Pound,Amanda Lemos,10
2/14/2023,Women's Pound-for-Pound,Katlyn Cerminara,14
2/14/2023,Women's Pound-for-Pound,Carla Esparza,6
2/14/2023,Women's Pound-for-Pound,Amanda Nunes,1
2/14/2023,Women's Pound-for-Pound,Holly Holm,12
2/14/2023,Women's Pound-for-Pound,Manon Fiorot,11
2/14/2023,Women's Pound-for-Pound,Raquel Pennington,13
2/14/2023,Women's Pound-for-Pound,Jessica Andrade,7
2/14/2023,Women's Pound-for-Pound,Julianna Pena,4
2/14/2023,Women's Pound-for-Pound,Valentina Shevchenko,2
2/14/2023,Women's Pound-for-Pound,Zhang Weili,3
2/14/2023,Women's Pound-for-Pound,Rose Namajunas,4
2/14/2023,Women's Flyweight,Maycee Barber,12
2/14/2023,Women's Flyweight,Katlyn Cerminara,4
2/14/2023,Women's Flyweight,Lauren Murphy,6
2/14/2023,Women's Flyweight,Viviane Araujo,7
2/14/2023,Women's Flyweight,Andrea Lee,9
2/14/2023,Women's Flyweight,Jessica Andrade,3
2/14/2023,Women's Flyweight,Jennifer Maia,8
2/14/2023,Women's Flyweight,Manon Fiorot,1
2/14/2023,Women's Flyweight,Casey O'Neill,11
2/14/2023,Women's Flyweight,Erin Blanchfield,10
2/14/2023,Women's Flyweight,Tracy Cortez,13
2/14/2023,Women's Flyweight,Alexa Grasso,5
2/14/2023,Women's Flyweight,Taila Santos,1
2/14/2023,Women's Flyweight,Cynthia Calvillo,14
2/14/2023,Women's Flyweight,Amanda Ribas,15
2/14/2023,Women's Strawweight,Emily Ducote,14
2/14/2023,Women's Strawweight,Polyana Viana,15
2/14/2023,Women's Strawweight,Luana Pinheiro,13
2/14/2023,Women's Strawweight,Amanda Lemos,3
2/14/2023,Women's Strawweight,Marina Rodriguez,4
2/14/2023,Women's Strawweight,Mackenzie Dern,7
2/14/2023,Women's Strawweight,Rose Namajunas,2
2/14/2023,Women's Strawweight,Virna Jandiroba,10
2/14/2023,Women's Strawweight,Yan Xiaonan,5
2/14/2023,Women's Strawweight,Amanda Ribas,9
2/14/2023,Women's Strawweight,Angela Hill,12
2/14/2023,Women's Strawweight,Carla Esparza,1
2/14/2023,Women's Strawweight,Jessica Andrade,6
2/14/2023,Women's Strawweight,Michelle Waterson-Gomez,11
2/14/2023,Women's Strawweight,Tecia Pennington,8
2/14/2023,Featherweight,Brian Ortega,3
2/14/2023,Featherweight,Alex Caceres,15
2/14/2023,Featherweight,Ilia Topuria,9
2/14/2023,Featherweight,Sodiq Yusuff,12
2/14/2023,Featherweight,Edson Barboza,14
2/14/2023,Featherweight,Giga Chikadze,8
2/14/2023,Featherweight,Bryce Mitchell,11
2/14/2023,Featherweight,Movsar Evloev,10
2/14/2023,Featherweight,Dan Ige,13
2/14/2023,Featherweight,Calvin Kattar,7
2/14/2023,Featherweight,Arnold Allen,4
2/14/2023,Featherweight,Max Holloway,2
2/14/2023,Featherweight,Chan Sung Jung,6
2/14/2023,Featherweight,Josh Emmett,5
2/14/2023,Featherweight,Yair Rodriguez,1
2/14/2023,Women's Bantamweight,Amanda Nunes,0
2/14/2023,Women's Bantamweight,Julianna Pena,1
2/14/2023,Women's Bantamweight,Holly Holm,3
2/14/2023,Women's Bantamweight,Ketlen Vieira,4
2/14/2023,Women's Bantamweight,Irene Aldana,5
2/14/2023,Women's Bantamweight,Miesha Tate,10
2/14/2023,Women's Bantamweight,Yana Santos,6
2/14/2023,Women's Bantamweight,Macy Chiasson,8
2/14/2023,Women's Bantamweight,Karol Rosa,9
2/14/2023,Women's Bantamweight,Lina Lansberg,12
2/14/2023,Women's Bantamweight,Julia Avila,11
2/14/2023,Women's Bantamweight,Norma Dumont,13
2/14/2023,Women's Bantamweight,Pannie Kianzad,7
2/14/2023,Women's Bantamweight,Mayra Bueno Silva,14
2/14/2023,Women's Bantamweight,Josiane Nunes,15
2/14/2023,Heavyweight,Chris Daukaus,12
2/14/2023,Heavyweight,Alexandr Romanov,13
2/14/2023,Heavyweight,Jailton Almeida,14
2/14/2023,Heavyweight,Blagoy Ivanov,15
2/14/2023,Heavyweight,Tom Aspinall,6
2/14/2023,Heavyweight,Serghei Spivac,7
2/14/2023,Heavyweight,Jairzinho Rozenstruik,9
2/14/2023,Heavyweight,Tai Tuivasa,5
2/14/2023,Heavyweight,Ciryl Gane,1
2/14/2023,Heavyweight,Sergei Pavlovich,3
2/14/2023,Heavyweight,Stipe Miocic,2
2/14/2023,Heavyweight,Marcin Tybura,10
2/14/2023,Heavyweight,Curtis Blaydes,4
2/14/2023,Heavyweight,Alexander Volkov,8
2/14/2023,Heavyweight,Derrick Lewis,11
2/14/2023,Middleweight,Robert Whittaker,2
2/14/2023,Middleweight,Darren Till,15
2/14/2023,Middleweight,Chris Curtis,14
2/14/2023,Middleweight,Andre Muniz,11
2/14/2023,Middleweight,Dricus Du Plessis,10
2/14/2023,Middleweight,Roman Dolidze,8
2/14/2023,Middleweight,Israel Adesanya,1
2/14/2023,Middleweight,Nassourdine Imavov,12
2/14/2023,Middleweight,Sean Strickland,7
2/14/2023,Middleweight,Marvin Vettori,4
2/14/2023,Middleweight,Jack Hermansson,9
2/14/2023,Middleweight,Kelvin Gastelum,13
2/14/2023,Middleweight,Jared Cannonier,3
2/14/2023,Middleweight,Derek Brunson,5
2/14/2023,Middleweight,Paulo Costa,6
2/14/2023,Bantamweight,Dominick Cruz,7
2/14/2023,Bantamweight,Rob Font,6
2/14/2023,Bantamweight,Pedro Munhoz,9
2/14/2023,Bantamweight,Cory Sandhagen,5
2/14/2023,Bantamweight,Song Yadong,8
2/14/2023,Bantamweight,Marlon Vera,4
2/14/2023,Bantamweight,Petr Yan,2
2/14/2023,Bantamweight,Merab Dvalishvili,3
2/14/2023,Bantamweight,Umar Nurmagomedov,11
2/14/2023,Bantamweight,Sean O'Malley,1
2/14/2023,Bantamweight,Ricky Simon,10
2/14/2023,Bantamweight,Chris Gutierrez,12
2/14/2023,Bantamweight,Adrian Yanez,13
2/14/2023,Bantamweight,Said Nurmagomedov,14
2/14/2023,Bantamweight,Jack Shore,15
2/14/2023,Lightweight,Grant Dawson,15
2/14/2023,Lightweight,Drew Dober,14
2/14/2023,Lightweight,Damir Ismagulov,12
2/14/2023,Lightweight,Jalin Turner,10
2/14/2023,Lightweight,Renato Moicano,13
2/14/2023,Lightweight,Mateusz Gamrot,7
2/14/2023,Lightweight,Rafael Fiziev,6
2/14/2023,Lightweight,Arman Tsarukyan,8
2/14/2023,Lightweight,Michael Chandler,5
2/14/2023,Lightweight,Charles Oliveira,1
2/14/2023,Lightweight,Rafael Dos Anjos,9
2/14/2023,Lightweight,Dan Hooker,11
2/14/2023,Lightweight,Beneil Dariush,4
2/14/2023,Light Heavyweight,Khalil Rountree Jr.,13
2/14/2023,Light Heavyweight,Ryan Spann,8
2/14/2023,Light Heavyweight,Jiri Prochazka,1
2/14/2023,Light Heavyweight,Magomed Ankalaev,2
2/14/2023,Lightweight,Justin Gaethje,3
2/14/2023,Light Heavyweight,Anthony Smith,5
2/14/2023,Light Heavyweight,Aleksandar Rakic,4
2/14/2023,Light Heavyweight,Johnny Walker,7
2/14/2023,Light Heavyweight,Dominick Reyes,11
2/14/2023,Light Heavyweight,Nikita Krylov,6
2/14/2023,Light Heavyweight,Jan Blachowicz,3
2/14/2023,Light Heavyweight,Volkan Oezdemir,8
2/14/2023,Men's Pound-for-Pound,Jon Jones,10
2/14/2023,Men's Pound-for-Pound,Max Holloway,15
2/14/2023,Men's Pound-for-Pound,Alexander Volkanovski,1
2/14/2023,Men's Pound-for-Pound,Robert Whittaker,14
2/14/2023,Men's Pound-for-Pound,Israel Adesanya,5
2/14/2023,Men's Pound-for-Pound,Kamaru Usman,4
2/14/2023,Men's Pound-for-Pound,Charles Oliveira,8
2/14/2023,Men's Pound-for-Pound,Dustin Poirier,12
2/14/2023,Men's Pound-for-Pound,Islam Makhachev,2
2/14/2023,Men's Pound-for-Pound,Brandon Moreno,9
2/14/2023,Men's Pound-for-Pound,Jamahal Hill,13
2/14/2023,Men's Pound-for-Pound,Leon Edwards,3
2/14/2023,Men's Pound-for-Pound,Aljamain Sterling,7
2/14/2023,Men's Pound-for-Pound,Alex Pereira,6
2/14/2023,Men's Pound-for-Pound,Jiri Prochazka,11
2/14/2023,Flyweight,Tyson Nam,15
2/14/2023,Flyweight,Muhammad Mokaev,12
2/14/2023,Flyweight,Sumudaerji,13
2/14/2023,Light Heavyweight,Azamat Murzakanov,15
2/14/2023,Flyweight,Deiveson Figueiredo,1
2/14/2023,Flyweight,David Dvorak,10
2/14/2023,Flyweight,Manel Kape,9
2/14/2023,Flyweight,Matheus Nicolau,5
2/14/2023,Flyweight,Tagir Ulanbekov,14
2/14/2023,Flyweight,Matt Schnell,8
2/14/2023,Flyweight,Amir Albazi,7
2/14/2023,Flyweight,Brandon Royval,4
2/14/2023,Flyweight,Alexandre Pantoja,2
2/14/2023,Flyweight,Kai Kara-France,3
2/14/2023,Flyweight,Alex Perez,6
2/14/2023,Flyweight,Tim Elliott,11
2/14/2023,Lightweight,Dustin Poirier,2
2/14/2023,Welterweight,Stephen Thompson,6
2/14/2023,Welterweight,Neil Magny,12
2/14/2023,Welterweight,Colby Covington,2
2/14/2023,Welterweight,Gilbert Burns,5
2/14/2023,Welterweight,Vicente Luque,9
2/14/2023,Welterweight,Geoff Neal,7
2/14/2023,Welterweight,Jorge Masvidal,11
2/14/2023,Welterweight,Kamaru Usman,1
2/14/2023,Welterweight,Sean Brady,8
2/14/2023,Welterweight,Belal Muhammad,4
2/14/2023,Welterweight,Michael Chiesa,13
2/14/2023,Welterweight,Shavkat Rakhmonov,10
2/14/2023,Welterweight,Michel Pereira,15
2/14/2023,Welterweight,Jack Della Maddalena,14
2/14/2023,Welterweight,Khamzat Chimaev,3
2/14/2023,Light Heavyweight,Dustin Jacoby,14
2/14/2023,Light Heavyweight,Jimmy Crute,12
2/14/2023,Light Heavyweight,Paul Craig,10
2/7/2023,Featherweight,Bryce Mitchell,11
2/7/2023,Featherweight,Movsar Evloev,10
2/7/2023,Featherweight,Dan Ige,13
2/7/2023,Featherweight,Calvin Kattar,7
2/7/2023,Featherweight,Arnold Allen,4
2/7/2023,Featherweight,Max Holloway,1
2/7/2023,Featherweight,Chan Sung Jung,6
2/7/2023,Featherweight,Josh Emmett,5
2/7/2023,Featherweight,Yair Rodriguez,2
2/7/2023,Women's Bantamweight,Raquel Pennington,2
2/7/2023,Women's Bantamweight,Julianna Pena,1
2/7/2023,Women's Bantamweight,Holly Holm,3
2/7/2023,Women's Bantamweight,Ketlen Vieira,4
2/7/2023,Women's Bantamweight,Irene Aldana,5
2/7/2023,Women's Bantamweight,Miesha Tate,10
2/7/2023,Women's Bantamweight,Yana Santos,6
2/7/2023,Women's Bantamweight,Macy Chiasson,8
2/7/2023,Women's Bantamweight,Karol Rosa,9
2/7/2023,Women's Bantamweight,Lina Lansberg,12
2/7/2023,Women's Bantamweight,Julia Avila,11
2/7/2023,Women's Bantamweight,Norma Dumont,13
2/7/2023,Women's Bantamweight,Pannie Kianzad,7
2/7/2023,Women's Bantamweight,Mayra Bueno Silva,14
2/7/2023,Women's Bantamweight,Josiane Nunes,15
2/7/2023,Heavyweight,Chris Daukaus,12
2/7/2023,Heavyweight,Alexandr Romanov,13
2/7/2023,Heavyweight,Jailton Almeida,14
2/7/2023,Heavyweight,Blagoy Ivanov,15
2/7/2023,Heavyweight,Tom Aspinall,6
2/7/2023,Heavyweight,Serghei Spivac,8
2/7/2023,Heavyweight,Jairzinho Rozenstruik,9
2/7/2023,Heavyweight,Tai Tuivasa,5
2/7/2023,Heavyweight,Ciryl Gane,1
2/7/2023,Heavyweight,Sergei Pavlovich,3
2/7/2023,Heavyweight,Stipe Miocic,2
2/7/2023,Heavyweight,Marcin Tybura,11
2/7/2023,Heavyweight,Curtis Blaydes,4
2/7/2023,Heavyweight,Alexander Volkov,7
2/7/2023,Heavyweight,Derrick Lewis,10
2/7/2023,Middleweight,Robert Whittaker,2
2/7/2023,Middleweight,Darren Till,15
2/7/2023,Middleweight,Chris Curtis,14
2/7/2023,Middleweight,Andre Muniz,11
2/7/2023,Middleweight,Dricus Du Plessis,10
2/7/2023,Middleweight,Roman Dolidze,8
2/7/2023,Middleweight,Israel Adesanya,1
2/7/2023,Middleweight,Nassourdine Imavov,12
2/7/2023,Middleweight,Sean Strickland,7
2/7/2023,Middleweight,Marvin Vettori,4
2/7/2023,Middleweight,Jack Hermansson,9
2/7/2023,Middleweight,Kelvin Gastelum,13
2/7/2023,Middleweight,Jared Cannonier,3
2/7/2023,Middleweight,Derek Brunson,5
2/7/2023,Middleweight,Paulo Costa,6
2/7/2023,Bantamweight,Dominick Cruz,7
2/7/2023,Bantamweight,Rob Font,6
2/7/2023,Bantamweight,Pedro Munhoz,9
2/7/2023,Bantamweight,Cory Sandhagen,5
2/7/2023,Bantamweight,Song Yadong,8
2/7/2023,Bantamweight,Marlon Vera,4
2/7/2023,Bantamweight,Petr Yan,2
2/7/2023,Bantamweight,Merab Dvalishvili,3
2/7/2023,Bantamweight,Umar Nurmagomedov,11
2/7/2023,Bantamweight,Sean O'Malley,1
2/7/2023,Bantamweight,Ricky Simon,10
2/7/2023,Bantamweight,Chris Gutierrez,12
2/7/2023,Bantamweight,Adrian Yanez,13
2/7/2023,Bantamweight,Said Nurmagomedov,14
2/7/2023,Bantamweight,Jack Shore,15
2/7/2023,Lightweight,Grant Dawson,15
2/7/2023,Lightweight,Drew Dober,14
2/7/2023,Lightweight,Damir Ismagulov,12
2/7/2023,Lightweight,Jalin Turner,10
2/7/2023,Lightweight,Renato Moicano,13
2/7/2023,Lightweight,Mateusz Gamrot,7
2/7/2023,Lightweight,Rafael Fiziev,6
2/7/2023,Lightweight,Arman Tsarukyan,8
2/7/2023,Lightweight,Michael Chandler,5
2/7/2023,Lightweight,Charles Oliveira,1
2/7/2023,Lightweight,Rafael Dos Anjos,9
2/7/2023,Lightweight,Dan Hooker,11
2/7/2023,Lightweight,Justin Gaethje,3
2/7/2023,Lightweight,Beneil Dariush,4
2/7/2023,Lightweight,Dustin Poirier,2
2/7/2023,Welterweight,Stephen Thompson,6
2/7/2023,Welterweight,Neil Magny,13
2/7/2023,Welterweight,Colby Covington,2
2/7/2023,Welterweight,Gilbert Burns,5
2/7/2023,Welterweight,Vicente Luque,9
2/7/2023,Welterweight,Geoff Neal,7
2/7/2023,Welterweight,Jorge Masvidal,11
2/7/2023,Welterweight,Kamaru Usman,1
2/7/2023,Welterweight,Sean Brady,8
2/7/2023,Welterweight,Belal Muhammad,4
2/7/2023,Welterweight,Michael Chiesa,12
2/7/2023,Welterweight,Shavkat Rakhmonov,10
2/7/2023,Welterweight,Li Jingliang,15
2/7/2023,Welterweight,Khamzat Chimaev,3
2/7/2023,Welterweight,Michel Pereira,14
2/7/2023,Light Heavyweight,Dustin Jacoby,14
2/7/2023,Light Heavyweight,Jimmy Crute,12
2/7/2023,Light Heavyweight,Paul Craig,10
2/7/2023,Light Heavyweight,Azamat Murzakanov,15
2/7/2023,Light Heavyweight,Khalil Rountree Jr.,13
2/7/2023,Light Heavyweight,Ryan Spann,9
2/7/2023,Light Heavyweight,Jiri Prochazka,1
2/7/2023,Light Heavyweight,Magomed Ankalaev,2
2/7/2023,Light Heavyweight,Anthony Smith,5
2/7/2023,Light Heavyweight,Aleksandar Rakic,4
2/7/2023,Light Heavyweight,Johnny Walker,7
2/7/2023,Light Heavyweight,Dominick Reyes,11
2/7/2023,Light Heavyweight,Nikita Krylov,6
2/7/2023,Light Heavyweight,Volkan Oezdemir,8
2/7/2023,Men's Pound-for-Pound,Jon Jones,11
2/7/2023,Men's Pound-for-Pound,Alexander Volkanovski,1
2/7/2023,Men's Pound-for-Pound,Robert Whittaker,14
2/7/2023,Men's Pound-for-Pound,Israel Adesanya,5
2/7/2023,Men's Pound-for-Pound,Kamaru Usman,4
2/7/2023,Men's Pound-for-Pound,Charles Oliveira,8
2/7/2023,Men's Pound-for-Pound,Dustin Poirier,12
2/7/2023,Men's Pound-for-Pound,Deiveson Figueiredo,15
2/7/2023,Men's Pound-for-Pound,Jiri Prochazka,10
2/7/2023,Men's Pound-for-Pound,Islam Makhachev,2
2/7/2023,Men's Pound-for-Pound,Brandon Moreno,9
2/7/2023,Men's Pound-for-Pound,Jamahal Hill,13
2/7/2023,Men's Pound-for-Pound,Leon Edwards,3
2/7/2023,Men's Pound-for-Pound,Aljamain Sterling,7
2/7/2023,Men's Pound-for-Pound,Alex Pereira,6
2/7/2023,Flyweight,Tyson Nam,15
2/7/2023,Flyweight,Muhammad Mokaev,12
2/7/2023,Flyweight,Sumudaerji,13
2/7/2023,Flyweight,Deiveson Figueiredo,1
2/7/2023,Flyweight,David Dvorak,10
2/7/2023,Flyweight,Manel Kape,9
2/7/2023,Flyweight,Matheus Nicolau,5
2/7/2023,Flyweight,Tagir Ulanbekov,14
2/7/2023,Flyweight,Matt Schnell,8
2/7/2023,Flyweight,Amir Albazi,7
2/7/2023,Flyweight,Brandon Royval,4
2/7/2023,Flyweight,Alexandre Pantoja,2
2/7/2023,Flyweight,Kai Kara-France,3
2/7/2023,Flyweight,Alex Perez,6
2/7/2023,Flyweight,Tim Elliott,11
2/7/2023,Light Heavyweight,Jan Blachowicz,3
2/7/2023,Women's Bantamweight,Amanda Nunes,0
2/7/2023,Women's Featherweight,Amanda Nunes,0
2/7/2023,Women's Flyweight,Valentina Shevchenko,0
2/7/2023,Featherweight,Alexander Volkanovski,0
2/7/2023,Middleweight,Alex Pereira,0
